Character	Role	Event	Context
Charles Musgrove	agent	divided	"I assure you , Captain Wentworth , we are very sorry he ever left you . "" There was a momentary expression in Captain Wentworth 's face at this speech , a certain glance of his bright eye , and curl of his handsome mouth , which convinced Anne , that instead of sharing in Mrs Musgrove 's kind wishes , as to her son , he had probably been at some pains to get rid of him ; but it was too transient an indulgence of self - amusement to be detected by any who understood him less than herself ; in another moment he was perfectly collected and serious , and almost instantly afterwards coming up to the sofa , on which she and Mrs Musgrove were sitting , took a place by the latter , and entered into conversation with her , in a low voice , about her son , doing it with so much sympathy and natural grace , as shewed the kindest consideration for all that was real and unabsurd in the parent 's feelings . They were actually on the same sofa , for Mrs Musgrove had most readily made room for him ; they were divided only by Mrs Musgrove . "
Charles Musgrove	agent	said	""" What a great traveller you must have been , ma'am ! "" said Mrs Musgrove to Mrs Croft . "
Charles Musgrove	agent	crossed	I have crossed the Atlantic four times , and have been once to the East Indies , and back again , and only once ; besides being in different places about home : Cork , and Lisbon , and Gibraltar . But I never went beyond the Streights , and never was in the West Indies . 
Charles Musgrove	agent	went	I have crossed the Atlantic four times , and have been once to the East Indies , and back again , and only once ; besides being in different places about home : Cork , and Lisbon , and Gibraltar . But I never went beyond the Streights , and never was in the West Indies . 
Charles Musgrove	agent	went	I have crossed the Atlantic four times , and have been once to the East Indies , and back again , and only once ; besides being in different places about home : Cork , and Lisbon , and Gibraltar . But I never went beyond the Streights , and never was in the West Indies . 
Charles Musgrove	agent	know	"We do not call Bermuda or Bahama , you know , the West Indies . "" Mrs Musgrove had not a word to say in dissent ; she could not accuse herself of having ever called them anything in the whole course of her life . "
Charles Musgrove	agent	had	"We do not call Bermuda or Bahama , you know , the West Indies . "" Mrs Musgrove had not a word to say in dissent ; she could not accuse herself of having ever called them anything in the whole course of her life . "
Charles Musgrove	agent	know	""" And I do assure you , ma'am , "" pursued Mrs Croft , "" that nothing can exceed the accommodations of a man - of - war ; I speak , you know , of the higher rates . "
Charles Musgrove	agent	come	When you come to a frigate , of course , you are more confined ; though any reasonable woman may be perfectly happy in one of them ; and I can safely say , that the happiest part of my life has been spent on board a ship . While we were together , you know , there was nothing to be feared . 
Charles Musgrove	agent	know	When you come to a frigate , of course , you are more confined ; though any reasonable woman may be perfectly happy in one of them ; and I can safely say , that the happiest part of my life has been spent on board a ship . While we were together , you know , there was nothing to be feared . 
Charles Musgrove	agent	know	"I know what it is , for Mr Musgrove always attends the assizes , and I am so glad when they are over , and he is safe back again . "" "
Charles Musgrove	agent	attends	"I know what it is , for Mr Musgrove always attends the assizes , and I am so glad when they are over , and he is safe back again . "" "
Charles Musgrove	agent	told	"The surprise of finding himself almost alone with Anne Elliot , deprived his manners of their usual composure : he started , and could only say , "" I thought the Miss Musgroves had been here : Mrs Musgrove told me I should find them here , "" before he walked to the window to recollect himself , and feel how he ought to behave . "" They are up stairs with my sister : they will be down in a few moments , I dare say , "" had been Anne 's reply , in all the confusion that was natural ; and if the child had not called her to come and do something for him , she would have been out of the room the next moment , and released Captain Wentworth as well as herself . "
Charles Musgrove	agent	found	Three days had passed without his coming once to Uppercross ; a most decided change . He had even refused one regular invitation to dinner ; and having been found on the occasion by Mr Musgrove with some large books before him , Mr and Mrs Musgrove were sure all could not be right , and talked , with grave faces , of his studying himself to death . 
