Character	Role	Event	Context
Elizabeth Bennet	agent	give	Can you , yourself , Lizzie , so wholly give him up , as to believe him capable of it ? ” “ Not perhaps of neglecting his own interest . 
Elizabeth Bennet	agent	think	“ But can you think that Lydia is so lost to everything but love of him , as to consent to live with him on any other terms than marriage ? ” “ It does seem , and it is most shocking , indeed , ” replied Elizabeth , with tears in her eyes , “ that a sister ’s sense of decency and virtue in such a point should admit of doubt . 
Elizabeth Bennet	agent	replied	“ But can you think that Lydia is so lost to everything but love of him , as to consent to live with him on any other terms than marriage ? ” “ It does seem , and it is most shocking , indeed , ” replied Elizabeth , with tears in her eyes , “ that a sister ’s sense of decency and virtue in such a point should admit of doubt . 
Elizabeth Bennet	agent	know	But , really , I know not what to say . 
Elizabeth Bennet	agent	doing	Perhaps I am not doing her justice . 
Elizabeth Bennet	agent	call	She has been doing everything in her power , by thinking and talking on the subject , to give greater -- what shall I call it?--susceptibility to her feelings ; which are naturally lively enough . 
Elizabeth Bennet	agent	do	But Jane knows , as well as I do , what Wickham really is . 
Elizabeth Bennet	agent	do	“ I do , indeed , ” replied Elizabeth , colouring . 
Elizabeth Bennet	agent	replied	“ I do , indeed , ” replied Elizabeth , colouring . 
Elizabeth Bennet	agent	told	“ I told you the other day of his infamous behaviour to Mr. Darcy ; and you , yourself , when last at Longbourn , heard in what manner he spoke of the man who had behaved with such forbearance and liberality towards him . 
Elizabeth Bennet	agent	returned	And when I returned home the ----shire was to leave Meryton in a week or fortnight ’s time . 
Elizabeth Bennet	agent	related	As that was the case , neither Jane , to whom I related the whole , nor I , thought it necessary to make our knowledge public ; for of what use could it apparently be to anyone , that the good opinion , which all the neighbourhood had of him , should then be overthrown ? 
Elizabeth Bennet	agent	thought	As that was the case , neither Jane , to whom I related the whole , nor I , thought it necessary to make our knowledge public ; for of what use could it apparently be to anyone , that the good opinion , which all the neighbourhood had of him , should then be overthrown ? 
Elizabeth Bennet	agent	remember	I can remember no symptom of affection on either side ; and had anything of the kind been perceptible , you must be aware that ours is not a family on which it could be thrown away . 
Elizabeth Bennet	agent	jumped	The little Gardiners , attracted by the sight of a chaise , were standing on the steps of the house , as they entered the paddock ; and when the carriage drove up to the door , the joyful surprise that lighted up their faces and displayed itself over their whole bodies , in a variety of capers and frisks , was the first pleasing earnest of their welcome . Elizabeth jumped out ; and after giving each of them a hasty kiss , hurried into the vestibule , where Jane , who came running downstairs from her mother ’s apartment , 
Elizabeth Bennet	agent	hurried	The little Gardiners , attracted by the sight of a chaise , were standing on the steps of the house , as they entered the paddock ; and when the carriage drove up to the door , the joyful surprise that lighted up their faces and displayed itself over their whole bodies , in a variety of capers and frisks , was the first pleasing earnest of their welcome . Elizabeth jumped out ; and after giving each of them a hasty kiss , hurried into the vestibule , where Jane , who came running downstairs from her mother ’s apartment , 
Elizabeth Bennet	agent	lost	Elizabeth , as she affectionately embraced her , whilst tears filled the eyes of both , lost not a moment in asking whether anything had been heard of the fugitives . 
Elizabeth Bennet	agent	embraced	Elizabeth , as she affectionately embraced her , whilst tears filled the eyes of both , lost not a moment in asking whether anything had been heard of the fugitives . 
Elizabeth Bennet	agent	cried	“ But you -- how are you ? ” cried Elizabeth . 
Elizabeth Bennet	agent	lifted	But we must stem the tide of malice , and pour into the wounded bosoms of each other the balm of sisterly consolation . ” Then perceiving in Elizabeth no inclination of replying , she added , “ Unhappy as the event must be for Lydia , we may draw from it this useful lesson:--that loss of virtue in a female is irretrievable , that one false step involves her in endless ruin , that her reputation is no less brittle than it is beautiful , and that she can not be too much guarded in her behaviour towards the undeserving of the other sex . ” Elizabeth lifted up her eyes in amazement , but was too much oppressed to make any reply . 
