Character	Role	Event	Context
Fanny Price	agent	looked	Fanny looked on and listened , not unamused to observe the selfishness which , more or less disguised , seemed to govern them all , and wondering how it would end . 
Fanny Price	agent	listened	Fanny looked on and listened , not unamused to observe the selfishness which , more or less disguised , seemed to govern them all , and wondering how it would end . 
Fanny Price	agent	wished	For her own gratification she could have wished that something might be acted , for she had never seen even half a play , but everything of higher consequence was against it . 
Fanny Price	agent	seen	For her own gratification she could have wished that something might be acted , for she had never seen even half a play , but everything of higher consequence was against it . 
Fanny Price	agent	remained	When this had lasted some time , the division of the party was completed by Tom Bertram and Mr. Yates walking off together to consult farther in the room now beginning to be called _ the _ _ Theatre _ , and Miss Bertram ’s resolving to go down to the Parsonage herself with the offer of Amelia to Miss Crawford ; and Fanny remained alone . 
Fanny Price	agent	heard	Fanny ’s eyes followed Edmund , and her heart beat for him as she heard this speech , and saw his look , and felt what his sensations must be . 
Fanny Price	agent	saw	Fanny ’s eyes followed Edmund , and her heart beat for him as she heard this speech , and saw his look , and felt what his sensations must be . 
Fanny Price	agent	cried	“ Me ! ” cried Fanny , sitting down again with a most frightened look . 
Fanny Price	agent	act	I could not act anything if you were to give me the world . 
Fanny Price	agent	act	No , indeed , I can not act . ” 
Fanny Price	agent	say	It need not frighten you : it is a nothing of a part , a mere nothing , not above half a dozen speeches altogether , and it will not much signify if nobody hears a word you say ; so you may be as creep - mouse as you like , but we must have you to look at . ” “ If you are afraid of half a dozen speeches , ” cried Mr. Rushworth , “ what would you do with such a part as mine ? 
Fanny Price	agent	like	It need not frighten you : it is a nothing of a part , a mere nothing , not above half a dozen speeches altogether , and it will not much signify if nobody hears a word you say ; so you may be as creep - mouse as you like , but we must have you to look at . ” “ If you are afraid of half a dozen speeches , ” cried Mr. Rushworth , “ what would you do with such a part as mine ? 
Fanny Price	agent	do	It need not frighten you : it is a nothing of a part , a mere nothing , not above half a dozen speeches altogether , and it will not much signify if nobody hears a word you say ; so you may be as creep - mouse as you like , but we must have you to look at . ” “ If you are afraid of half a dozen speeches , ” cried Mr. Rushworth , “ what would you do with such a part as mine ? 
Fanny Price	agent	said	“ It is not that I am afraid of learning by heart , ” said Fanny , shocked to find herself at that moment the only speaker in the room , and to feel that almost every eye was upon her ; “ but I really can not act . ” 
Fanny Price	agent	act	“ It is not that I am afraid of learning by heart , ” said Fanny , shocked to find herself at that moment the only speaker in the room , and to feel that almost every eye was upon her ; “ but I really can not act . ” 
Fanny Price	agent	act	“ Yes , yes , you can act well enough for _ us _ . 
Fanny Price	agent	have	You have only two scenes , and as I shall be Cottager , I ’ll put you in and push you about , and you will do it very well , I ’ll answer for it . 
Fanny Price	agent	answer	You have only two scenes , and as I shall be Cottager , I ’ll put you in and push you about , and you will do it very well , I ’ll answer for it . 
Fanny Price	agent	do	You have only two scenes , and as I shall be Cottager , I ’ll put you in and push you about , and you will do it very well , I ’ll answer for it . 
Fanny Price	agent	do	You ’ll do it very well . 
Fanny Price	agent	get	You must get a brown gown , and a white apron , and a mob cap , and we must make you a few wrinkles , and a little of the crowsfoot at the corner of your eyes , and you will be a very proper , little old woman . 
