Character	Role	Event	Context
Colonel Brandon	patient	bringing	Mrs. Dashwood was acting on motives of policy as well as pleasure in the frequency of her visits at Delaford ; for her wish of bringing Marianne and Colonel Brandon together was hardly less earnest , though rather more liberal than what John had expressed . 
Colonel Brandon	patient	loved	Colonel Brandon was now as happy , as all those who best loved him , believed he deserved to be;--in Marianne he was consoled for every past affliction;--her regard and her society restored his mind to animation , and his spirits to cheerfulness ; and that Marianne found her own happiness in forming his , was equally the persuasion and delight of each observing friend . 
Colonel Brandon	patient	forming	Colonel Brandon was now as happy , as all those who best loved him , believed he deserved to be;--in Marianne he was consoled for every past affliction;--her regard and her society restored his mind to animation , and his spirits to cheerfulness ; and that Marianne found her own happiness in forming his , was equally the persuasion and delight of each observing friend . 
Colonel Brandon	patient	enjoy	That his repentance of misconduct , which thus brought its own punishment , was sincere , need not be doubted;--nor that he long thought of Colonel Brandon with envy , and of Marianne with regret . But that he was for ever inconsolable , that he fled from society , or contracted an habitual gloom of temper , or died of a broken heart , must not be depended on -- for he did neither . He lived to exert , and frequently to enjoy himself . 
Colonel Brandon	patient	interested	His wife was not always out of humour , nor his home always uncomfortable ; and in his breed of horses and dogs , and in sporting of every kind , he found no inconsiderable degree of domestic felicity . For Marianne , however -- in spite of his incivility in surviving her loss -- he always retained that decided regard which interested him in every thing that befell her , and made her his secret standard of perfection in woman;-- and many a rising beauty would be slighted by him in after - days as bearing no comparison with Mrs. Brandon . 
Colonel Brandon	patient	regarded	To the former her raillery was probably , as far as it regarded only himself , perfectly indifferent ; but to the latter it was at first incomprehensible ; and when its object was understood , she hardly knew whether most to laugh at its absurdity , or censure its impertinence , for she considered it as an unfeeling reflection on the colonel 's advanced years , and on his forlorn condition as an old bachelor . 
Colonel Brandon	patient	tell	"He knows nothing of it ; do tell him , my dear . "" He shortly afterwards drew a chair close to her 's , and , with a look which perfectly assured her of his good information , inquired after her sister . "
Colonel Brandon	patient	told	"Mrs. Jennings was delighted with her gratitude , and only wondered that after hearing such a sentence , the Colonel should be able to take leave of them , as he immediately did , with the utmost sang - froid , and go away without making her any reply!--She had not thought her old friend could have made so indifferent a suitor . What had really passed between them was to this effect . "" I have heard , "" said he , with great compassion , "" of the injustice your friend Mr. Ferrars has suffered from his family ; for if I understand the matter right , he has been entirely cast off by them for persevering in his engagement with a very deserving young woman.-- Have I been rightly informed?--Is it so?-- "" Elinor told him that it was . "
Colonel Brandon	patient	touch	It seems quite ridiculous . But , my dear , we must touch up the Colonel to do some thing to the parsonage , and make it comfortable for them , before Lucy goes to it . 
Colonel Brandon	patient	send	Her departure , therefore , was fixed on ; and within an hour after Mr. Harris 's arrival , she set off , with her little boy and his nurse , for the house of a near relation of Mr. Palmer 's , who lived a few miles on the other side of Bath ; whither her husband promised , at her earnest entreaty , to join her in a day or two ; and whither she was almost equally urgent with her mother to accompany her . Mrs. Jennings , however , with a kindness of heart which made Elinor really love her , declared her resolution of not stirring from Cleveland as long as Marianne remained ill , and of endeavouring , by her own attentive care , to supply to her the place of the mother she had taken her from ; and Elinor found her on every occasion a most willing and active helpmate , desirous to share in all her fatigues , and often by her better experience in nursing , of material use . Poor Marianne , languid and low from the nature of her malady , and feeling herself universally ill , could no longer hope that tomorrow would find her recovered ; and the idea of what tomorrow would have produced , but for this unlucky illness , made every ailment severe ; for on that day they were to have begun their journey home ; and , attended the whole way by a servant of Mrs. Jennings , were to have taken their mother by surprise on the following forenoon . The little she said was all in lamentation of this inevitable delay ; though Elinor tried to raise her spirits , and make her believe , as she THEN really believed herself , that it would be a very short one . The next day produced little or no alteration in the state of the patient ; she certainly was not better , and , except that there was no amendment , did not appear worse . Their party was now farther reduced ; for Mr. Palmer , though very unwilling to go as well from real humanity and good - nature , as from a dislike of appearing to be frightened away by his wife , was persuaded at last by Colonel Brandon to perform his promise of following her ; and while he was preparing to go , Colonel Brandon himself , with a much greater exertion , began to talk of going likewise.--Here , however , the kindness of Mrs. Jennings interposed most acceptably ; for to send the Colonel away while his love was in so much uneasiness on her sister 's account , would be to deprive them both , she thought , of every comfort ; and therefore telling him at once that his stay at Cleveland was necessary to herself , that she should want him to play at piquet of an evening , while Miss Dashwood was above with her sister , & c. 
