Character	Role	Event	Context
Mr. Weston	agent	own	"and it was the discovery of what she was doing , of this very project of hers , which determined him to come forward at once , own it all to his uncle , throw himself on his kindness , and , in short , put an end to the miserable state of concealment that had been carrying on so long . "" Emma began to listen better . "" I am to hear from him soon , "" continued Mrs. Weston . "
Mr. Weston	agent	told	""" He told me at parting , that he should soon write ; and he spoke in a manner which seemed to promise me many particulars that could not be given now . "
Mr. Weston	agent	spoke	""" He told me at parting , that he should soon write ; and he spoke in a manner which seemed to promise me many particulars that could not be given now . "
Mr. Weston	agent	write	""" He told me at parting , that he should soon write ; and he spoke in a manner which seemed to promise me many particulars that could not be given now . "
Mr. Weston	agent	spoke	""" He told me at parting , that he should soon write ; and he spoke in a manner which seemed to promise me many particulars that could not be given now . "
Mr. Weston	agent	gave	What a blessing it is , when undue influence does not survive the grave!-- He gave his consent with very little persuasion . 
Mr. Weston	agent	done	""" "" Ah ! "" thought Emma , "" he would have done as much for Harriet . "" "" This was settled last night , and Frank was off with the light this morning . "
Mr. Weston	agent	settled	""" "" Ah ! "" thought Emma , "" he would have done as much for Harriet . "" "" This was settled last night , and Frank was off with the light this morning . "
Mr. Weston	agent	appeared	At this moment Mr. Weston appeared at a little distance from the window , evidently on the watch . 
Mr. Weston	agent	coming	"His wife gave him a look which invited him in ; and , while he was coming round , added , "" Now , dearest Emma , let me intreat you to say and look every thing that may set his heart at ease , and incline him to be satisfied with the match . Let us make the best of it -- and , indeed , almost every thing may "
Mr. Weston	agent	playing	""" She met Mr. Weston on his entrance , with a smiling countenance , exclaiming , "" A very pretty trick you have been playing me , upon my word ! "
Mr. Weston	agent	suppose	This was a device , I suppose , to sport with my curiosity , and exercise my talent of guessing . 
Mr. Weston	agent	frightened	But you really frightened me . 
Mr. Weston	agent	thought	I thought you had lost half your property , at least . 
Mr. Weston	agent	lost	I thought you had lost half your property , at least . 
Mr. Weston	agent	told	He told me it was to be a great secret ; and , therefore , I should not think of mentioning it to any body but you , but he said you knew it . 
Mr. Weston	agent	think	He told me it was to be a great secret ; and , therefore , I should not think of mentioning it to any body but you , but he said you knew it . 
Mr. Weston	agent	said	He told me it was to be a great secret ; and , therefore , I should not think of mentioning it to any body but you , but he said you knew it . 
Mr. Weston	agent	tell	""" "" What did Mr. Weston tell you?""--said Emma , still perplexed . "
Mr. Weston	agent	told	he told me all about it ; that Jane Fairfax and Mr. Frank Churchill are to be married , and that they have been privately engaged to one another this long while . 
Mr. Weston	agent	attached	Can you seriously ask me , Harriet , whether I imagined him attached to another woman at the very time that I was -- tacitly , if not openly-- encouraging you to give way to your own feelings?--I never had the slightest suspicion , till within the last hour , of Mr. Frank Churchill 's having the least regard for Jane Fairfax . You may be very sure that if I had , I should have cautioned you accordingly . 
Mr. Weston	agent	accompanied	It must be her ardent wish that Harriet might be disappointed ; and she hoped , that when able to see them together again , she might at least be able to ascertain what the chances for it were.--She should see them henceforward with the closest observance ; and wretchedly as she had hitherto misunderstood even those she was watching , she did not know how to admit that she could be blinded here.-- He was expected back every day . The power of observation would be soon given -- frightfully soon it appeared when her thoughts were in one course . In the meanwhile , she resolved against seeing Harriet.-- It would do neither of them good , it would do the subject no good , to be talking of it farther.--She was resolved not to be convinced , as long as she could doubt , and yet had no authority for opposing Harriet 's confidence . To talk would be only to irritate.--She wrote to her , therefore , kindly , but decisively , to beg that she would not , at present , come to Hartfield ; acknowledging it to be her conviction , that all farther confidential discussion of _ one _ topic had better be avoided ; and hoping , that if a few days were allowed to pass before they met again , except in the company of others -- she objected only to a tete - a - tete -- they might be able to act as if they had forgotten the conversation of yesterday.--Harriet submitted , and approved , and was grateful . This point was just arranged , when a visitor arrived to tear Emma 's thoughts a little from the one subject which had engrossed them , sleeping or waking , the last twenty - four hours -- Mrs. Weston , who had been calling on her daughter - in - law elect , and took Hartfield in her way home , almost as much in duty to Emma as in pleasure to herself , to relate all the particulars of so interesting an interview . Mr. Weston had accompanied her to Mrs. Bates 's , and gone through his share of this essential attention most handsomely ; but she having then induced Miss Fairfax to join her in an airing , was now returned with much more to say , and much more to say with satisfaction , than a quarter of an hour spent in Mrs. Bates 's parlour , with all the encumbrance of awkward feelings , could have afforded . 
