Character	Role	Event	Context
Catherine Morland	agent	remember	You will know , from this description , I must mean Captain Tilney , who , as you may remember , was amazingly disposed to follow and tease me , before you went away . 
Catherine Morland	agent	went	You will know , from this description , I must mean Captain Tilney , who , as you may remember , was amazingly disposed to follow and tease me , before you went away . 
Catherine Morland	agent	stand	“ And if you would stand by _ yours _ , you would not be much distressed by the disappointment of Miss Thorpe . 
Catherine Morland	agent	explained	Catherine explained : “ Oh ! as to _ that _ , Papa and Mamma were in no hurry at all . 
Catherine Morland	agent	urge	“ Nay , if you can use such a word , I can urge you no farther . 
Catherine Morland	agent	do	If you think it long — ” “ Oh ! no , I do not indeed . 
Catherine Morland	agent	stay	For my own pleasure , I could stay with you as long again . ” 
Catherine Morland	agent	walked	Catherine walked on to her chamber , making up her mind as well as she could , to a further acquaintance with Captain Tilney , and comforting herself under the unpleasant impression his conduct had given her , and the persuasion of his being by far too fine a gentleman to approve of her , that at least they should not meet under such circumstances as would make their meeting materially painful . 
Catherine Morland	agent	thought	In such considerations time passed away , and it was certainly in his favour that Eleanor should be so glad to see him , and have so much to say , for half an hour was almost gone since his arrival , and Eleanor did not come up . At that moment Catherine thought she heard her step in the gallery , and listened for its continuance ; but all was silent . 
Catherine Morland	agent	listened	In such considerations time passed away , and it was certainly in his favour that Eleanor should be so glad to see him , and have so much to say , for half an hour was almost gone since his arrival , and Eleanor did not come up . At that moment Catherine thought she heard her step in the gallery , and listened for its continuance ; but all was silent . 
Catherine Morland	agent	bear	This kindness distracts me — I can not bear it — I come to you on such an errand ! ” 
Catherine Morland	agent	come	This kindness distracts me — I can not bear it — I come to you on such an errand ! ” 
Catherine Morland	agent	tell	“ How shall I tell you ! 
Catherine Morland	agent	tell	how shall I tell you ! ” 
Catherine Morland	agent	continuing	After what has so lately passed , so lately been settled between us — how joyfully , how thankfully on my side!—as to your continuing here as I hoped for many , many weeks longer , how can I tell you that your kindness is not to be accepted — and that the happiness your company has hitherto given us is to be repaid by — But I must not trust myself with words . 
Catherine Morland	agent	cried	“ My dear Eleanor , ” cried Catherine , suppressing her feelings as well as she could , “ do not be so distressed . 
Catherine Morland	agent	finish	I can finish my visit here , you know , at any time ; or I hope you will come to me . 
Catherine Morland	agent	hope	I can finish my visit here , you know , at any time ; or I hope you will come to me . 
Catherine Morland	agent	hope	I can finish my visit here , you know , at any time ; or I hope you will come to me . 
Catherine Morland	agent	received	were it settled so , it would be somewhat less intolerable , though in such common attentions you would have received but half what you ought . 
Catherine Morland	agent	leaving	But — how can I tell you?—to - morrow morning is fixed for your leaving us , and not even the hour is left to your choice ; the very carriage is ordered , and will be here at seven o’clock , and no servant will be offered you . ” 
